date_range,source_city_name,brand_name,top_slug,mid_slug,leaf_slug,source_sku_id,sku_description,sku_weight,total_quantity,total_mrp,total_sales
20250101 - 20250131,Hyderabad,Jaldhara,gourmet-world-food,drinks-beverages,gourmet-tea-tea-Mixs,43316133,Jaldhara instant-drink-mix-combo 210 g  (14 g x 15),210 g,20,3380,2952.08
20250101 - 20250131,Mumbai,Jaldhara,gourmet-world-food,drinks-beverages,gourmet-tea-tea-Mixs,43635493,Jaldhara drink-mix-nimbu-shikanji-premium-flavoured 90 g,90 g,1,139,111.76
20250101 - 20250131,Bangalore,Jaldhara,beverages,tea,leaf-dust-tea,40929456,Jaldhara kala-namak-lemonade-instant-drink-mix 225 g,225 g,58,19082,16062.29
20250101 - 20250131,Gurgaon,Jaldhara,beverages,energy-soft-drinks,icetea-non-aerated-drink,42410255,Jaldhara instant-mango-iced-drink-premix 220 g  (22 g x 10),220 g,29,3399,2853.47
20250101 - 20250131,Bangalore,Jaldhara,beverages,tea,leaf-dust-tea,40127838,Jaldhara nimbu-shikanji-instant-drink-mix 250 g,225 g,81,24219,21272.45
20250101 - 20250131,Mumbai,Jaldhara,beverages,tea,leaf-dust-tea,40929456,Jaldhara kala-namak-lemonade-instant-drink-mix 225 g,225 g,10,3290,2876.06
20250101 - 20250131,Ahmedabad-Gandhinagar,Jaldhara,beverages,tea,leaf-dust-tea,40929456,Jaldhara kala-namak-lemonade-instant-drink-mix 225 g,225 g,9,1710,1372.28
20250101 - 20250131,Hyderabad,Jaldhara,beverages,tea,leaf-dust-tea,40127838,Jaldhara nimbu-shikanji-instant-drink-mix 250 g,225 g,24,7176,6202.45
20250101 - 20250131,Chennai,Jaldhara,gourmet-world-food,drinks-beverages,gourmet-tea-tea-Mixs,48004382,Jaldhara instant-orange-electrolyte-drink-mix 330 g  (16.5 g x 20),330 g,9,1512,1385.6
20250101 - 20250131,Noida,Jaldhara,beverages,energy-soft-drinks,icetea-non-aerated-drink,40187040,Jaldhara instant-watermelon-iced-drink-premix 220 g  (22 g x 10),220 g,6,636,599.96
20250101 - 20250131,Gurgaon,Jaldhara,beverages,tea,leaf-dust-tea,45266919,Jaldhara lemon-electrolyte-instant-drink-mix 330 g  (16.5 g x 20),330 g,47,9639,8687.85
20250101 - 20250131,Ahmedabad-Gandhinagar,Jaldhara,snacks-branded-foods,chocolates-candies,gift-boxes,47879658,Jaldhara pink-summer-gift-box-set-with-summer-snacks 1 pc  (Set of 5),5 pcs,1,999,848.95
20250101 - 20250131,Bangalore,Jaldhara,gourmet-world-food,drinks-beverages,gourmet-tea-tea-Mixs,46372398,Jaldhara instant-masala-lime-electrolyte-drink-mix 330 g  (Pack of 20),330 g,2,750,675
20250101 - 20250131,Hyderabad,Jaldhara,gourmet-world-food,drinks-beverages,gourmet-tea-tea-Mixs,43792419,Jaldhara kewra-sharbat-concentrate-herbal-drink 25 pcs,150 g,11,2299,1990.95
20250101 - 20250131,Noida,Jaldhara,beverages,tea,leaf-dust-tea,40127838,Jaldhara nimbu-shikanji-instant-drink-mix 250 g,225 g,12,2598,2237.38
20250101 - 20250131,Chennai,Jaldhara,gourmet-world-food,drinks-beverages,gourmet-tea-tea-Mixs,42980060,Jaldhara kala-namak-nimbu-shikanji-blend 90 g,90 g,1,199,149.25
20250101 - 20250131,Hyderabad,Jaldhara,beverages,tea,leaf-dust-tea,45266919,Jaldhara lemon-electrolyte-instant-drink-mix 330 g  (16.5 g x 20),330 g,16,3344,2900.1
20250101 - 20250131,Mumbai,Jaldhara,beverages,tea,leaf-dust-tea,40127838,Jaldhara nimbu-shikanji-instant-drink-mix 250 g,225 g,43,12857,11178.1
20250101 - 20250131,Chennai,Jaldhara,gourmet-world-food,drinks-beverages,gourmet-tea-tea-Mixs,43316133,Jaldhara instant-drink-mix-combo 210 g  (14 g x 15),210 g,8,1200,1081.8
20250101 - 20250131,Gurgaon,Jaldhara,gourmet-world-food,drinks-beverages,gourmet-tea-tea-Mixs,48004382,Jaldhara instant-orange-electrolyte-drink-mix 330 g  (16.5 g x 20),330 g,37,6909,6262.08
20250101 - 20250131,Mysore,Jaldhara,gourmet-world-food,drinks-beverages,gourmet-tea-tea-Mixs,42980060,Jaldhara kala-namak-nimbu-shikanji-blend 90 g,90 g,1,199,150.01
20250101 - 20250131,Gurgaon,Jaldhara,snacks-branded-foods,chocolates-candies,gift-boxes,48958500,Jaldhara green-summer-gift-box-set-with-summer-snacks 1 pc,1 pc,1,1599,1439
20250101 - 20250131,Chennai,Jaldhara,gourmet-world-food,drinks-beverages,gourmet-tea-tea-Mixs,49244038,Jaldhara instant-drink-mix-nimbu-shikanji-low-sugar 180 g  (15 Sachet x 12 g each),180 g,0,0,0
20250101 - 20250131,Bangalore,Jaldhara,beverages,energy-soft-drinks,icetea-non-aerated-drink,40187040,Jaldhara instant-watermelon-iced-drink-premix 220 g  (22 g x 10),220 g,59,7021,5719.14
20250101 - 20250131,Mumbai,Jaldhara,beverages,tea,leaf-dust-tea,45266919,Jaldhara lemon-electrolyte-instant-drink-mix 330 g  (16.5 g x 20),330 g,33,6897,6078.53
20250101 - 20250131,Ahmedabad-Gandhinagar,Jaldhara,snacks-branded-foods,chocolates-candies,gift-boxes,44368015,Jaldhara summer-fiesta-gift-box-nimbu-shikanji-kala-namak 200 g  (2x100 g),200 g,1,649,551.65
20250101 - 20250131,Pune,Jaldhara,beverages,tea,leaf-dust-tea,40127838,Jaldhara nimbu-shikanji-instant-drink-mix 250 g,225 g,9,1800,1569.4
20250101 - 20250131,Mumbai,Jaldhara,gourmet-world-food,drinks-beverages,gourmet-tea-tea-Mixs,46372398,Jaldhara instant-masala-lime-electrolyte-drink-mix 330 g  (Pack of 20),330 g,3,1125,995.55
20250101 - 20250131,Noida,Jaldhara,gourmet-world-food,drinks-beverages,gourmet-tea-tea-Mixs,48004382,Jaldhara instant-orange-electrolyte-drink-mix 330 g  (16.5 g x 20),330 g,8,1386,1280.58
20250101 - 20250131,Hyderabad,Jaldhara,gourmet-world-food,drinks-beverages,gourmet-tea-tea-Mixs,48004382,Jaldhara instant-orange-electrolyte-drink-mix 330 g  (16.5 g x 20),330 g,21,3969,3514.77
20250101 - 20250131,Mysore,Jaldhara,gourmet-world-food,drinks-beverages,gourmet-tea-tea-Mixs,48004382,Jaldhara instant-orange-electrolyte-drink-mix 330 g  (16.5 g x 20),330 g,1,189,170.01
20250101 - 20250131,Bangalore,Jaldhara,snacks-branded-foods,chocolates-candies,gift-boxes,47879658,Jaldhara pink-summer-gift-box-set-with-summer-snacks 1 pc  (Set of 5),5 pcs,1,999,848.95
20250101 - 20250131,Mumbai,Jaldhara,gourmet-world-food,drinks-beverages,gourmet-tea-tea-Mixs,43316133,Jaldhara instant-drink-mix-combo 210 g  (14 g x 15),210 g,9,1521,1355.37
20250101 - 20250131,Pune,Jaldhara,beverages,energy-soft-drinks,icetea-non-aerated-drink,40187040,Jaldhara instant-watermelon-iced-drink-premix 220 g  (22 g x 10),220 g,16,1696,1429.94
20250101 - 20250131,Hyderabad,Jaldhara,gourmet-world-food,drinks-beverages,gourmet-tea-tea-Mixs,47448644,Jaldhara rose-sharbat-concentrate 150 g,150 g,3,517,457.35
20250101 - 20250131,Gurgaon,Jaldhara,beverages,tea,leaf-dust-tea,40127838,Jaldhara nimbu-shikanji-instant-drink-mix 250 g,225 g,55,15653,13229.4
20250101 - 20250131,Ahmedabad-Gandhinagar,Jaldhara,gourmet-world-food,drinks-beverages,gourmet-tea-tea-Mixs,48004382,Jaldhara instant-orange-electrolyte-drink-mix 330 g  (16.5 g x 20),330 g,1,189,160.65
20250101 - 20250131,Mumbai,Jaldhara,beverages,energy-soft-drinks,icetea-non-aerated-drink,42410255,Jaldhara instant-mango-iced-drink-premix 220 g  (22 g x 10),220 g,13,1547,1332.8
20250101 - 20250131,Ahmedabad-Gandhinagar,Jaldhara,beverages,energy-soft-drinks,icetea-non-aerated-drink,42410255,Jaldhara instant-mango-iced-drink-premix 220 g  (22 g x 10),220 g,4,424,351.92
20250101 - 20250131,Bangalore,Jaldhara,gourmet-world-food,drinks-beverages,gourmet-tea-tea-Mixs,43792419,Jaldhara kewra-sharbat-concentrate-herbal-drink 25 pcs,150 g,9,1881,1557.05
20250101 - 20250131,Chennai,Jaldhara,beverages,tea,leaf-dust-tea,40127838,Jaldhara nimbu-shikanji-instant-drink-mix 250 g,225 g,19,3899,3227.08
20250101 - 20250131,Noida,Jaldhara,beverages,energy-soft-drinks,icetea-non-aerated-drink,42410255,Jaldhara instant-mango-iced-drink-premix 220 g  (22 g x 10),220 g,5,543,468.71
20250101 - 20250131,Pune,Jaldhara,gourmet-world-food,drinks-beverages,gourmet-tea-tea-Mixs,43316133,Jaldhara instant-drink-mix-combo 210 g  (14 g x 15),210 g,10,1500,1359.6
20250101 - 20250131,Mumbai,Jaldhara,beverages,energy-soft-drinks,icetea-non-aerated-drink,40187040,Jaldhara instant-watermelon-iced-drink-premix 220 g  (22 g x 10),220 g,19,2261,1917.09
20250101 - 20250131,Visakhapatnam,Jaldhara,gourmet-world-food,drinks-beverages,gourmet-tea-tea-Mixs,47448644,Jaldhara rose-sharbat-concentrate 150 g,150 g,1,159,149.46
20250101 - 20250131,Mysore,Jaldhara,gourmet-world-food,drinks-beverages,gourmet-tea-tea-Mixs,47448644,Jaldhara rose-sharbat-concentrate 150 g,150 g,2,358,322.2
20250101 - 20250131,Chennai,Jaldhara,beverages,tea,leaf-dust-tea,40929456,Jaldhara kala-namak-lemonade-instant-drink-mix 225 g,225 g,23,4370,3491.56
20250101 - 20250131,Hyderabad,Jaldhara,beverages,energy-soft-drinks,icetea-non-aerated-drink,40187040,Jaldhara instant-watermelon-iced-drink-premix 220 g  (22 g x 10),220 g,12,1428,1174.53
20250101 - 20250131,Gurgaon,Jaldhara,gourmet-world-food,drinks-beverages,gourmet-tea-tea-Mixs,47448644,Jaldhara rose-sharbat-concentrate 150 g,150 g,11,1749,1478.7
20250101 - 20250131,Chennai,Jaldhara,gourmet-world-food,drinks-beverages,gourmet-tea-tea-Mixs,47448644,Jaldhara rose-sharbat-concentrate 150 g,150 g,2,318,298.92
20250101 - 20250131,Bangalore,Jaldhara,beverages,energy-soft-drinks,icetea-non-aerated-drink,42410255,Jaldhara instant-mango-iced-drink-premix 220 g  (22 g x 10),220 g,50,5950,4959.92
20250101 - 20250131,Noida,Jaldhara,beverages,tea,leaf-dust-tea,40929456,Jaldhara kala-namak-lemonade-instant-drink-mix 225 g,225 g,7,1330,1147.78
20250101 - 20250131,Vijayawada-Guntur,Jaldhara,gourmet-world-food,drinks-beverages,gourmet-tea-tea-Mixs,47448644,Jaldhara rose-sharbat-concentrate 150 g,150 g,1,159,149.46
20250101 - 20250131,Bangalore,Jaldhara,beverages,tea,leaf-dust-tea,45266919,Jaldhara lemon-electrolyte-instant-drink-mix 330 g  (16.5 g x 20),330 g,66,13794,12556.07
20250101 - 20250131,Pune,Jaldhara,beverages,energy-soft-drinks,icetea-non-aerated-drink,42410255,Jaldhara instant-mango-iced-drink-premix 220 g  (22 g x 10),220 g,12,1272,1096.04
20250101 - 20250131,Bangalore,Jaldhara,snacks-branded-foods,chocolates-candies,gift-boxes,44368015,Jaldhara summer-fiesta-gift-box-nimbu-shikanji-kala-namak 200 g  (2x100 g),200 g,3,1947,1525.15
20250201 - 20250228,Ahmedabad-Gandhinagar,Jaldhara,beverages,energy-soft-drinks,icetea-non-aerated-drink,40187040,Jaldhara instant-watermelon-iced-drink-premix 220 g  (22 g x 10),220 g,9,891,755.48
20250201 - 20250228,Ahmedabad-Gandhinagar,Jaldhara,beverages,tea,leaf-dust-tea,40127838,Jaldhara nimbu-shikanji-instant-drink-mix 250 g,225 g,14,2646,2158.34
20250201 - 20250228,Ahmedabad-Gandhinagar,Jaldhara,beverages,tea,leaf-dust-tea,45266919,Jaldhara lemon-electrolyte-instant-drink-mix 330 g  (16.5 g x 20),330 g,11,1925,1566.95
20250201 - 20250228,Ahmedabad-Gandhinagar,Jaldhara,beverages,tea,leaf-dust-tea,49244038,Jaldhara instant-nimbu-shikanji-drink-mix-low-sugar 180 g  (15 Sachet x 12 g each),180 g,1,129,112.51
20250201 - 20250228,Ahmedabad-Gandhinagar,Jaldhara,gourmet-world-food,drinks-beverages,gourmet-tea-tea-Mixs,43316133,Jaldhara instant-drink-mix-combo 210 g  (14 g x 15),210 g,12,1788,1535.18
20250201 - 20250228,Ahmedabad-Gandhinagar,Jaldhara,gourmet-world-food,drinks-beverages,gourmet-tea-tea-Mixs,47448644,Jaldhara rose-sharbat-concentrate 150 g,150 g,1,149,117.26
20250201 - 20250228,Ahmedabad-Gandhinagar,Jaldhara,gourmet-world-food,drinks-beverages,gourmet-tea-tea-Mixs,48004382,Jaldhara instant-orange-electrolyte-drink-mix 330 g  (16.5 g x 20),330 g,7,1106,862.24
20250201 - 20250228,Ahmedabad-Gandhinagar,Jaldhara,snacks-branded-foods,chocolates-candies,gift-boxes,47879658,Jaldhara pink-summer-gift-box-set-with-summer-snacks 1 pc  (Set of 5),5 pcs,4,3996,3316.38
20250201 - 20250228,Bangalore,Jaldhara,beverages,tea,leaf-dust-tea,40127838,Jaldhara nimbu-shikanji-instant-drink-mix 250 g,225 g,23,4347,3472.38
20250201 - 20250228,Bangalore,Jaldhara,beverages,tea,leaf-dust-tea,45266919,Jaldhara lemon-electrolyte-instant-drink-mix 330 g  (16.5 g x 20),330 g,4,700,592.76
20250201 - 20250228,Bangalore,Jaldhara,gourmet-world-food,drinks-beverages,gourmet-tea-tea-Mixs,43635493,Jaldhara drink-mix-nimbu-shikanji-premium-flavoured 90 g,90 g,1,129,101.91
20250201 - 20250228,Bangalore,Jaldhara,gourmet-world-food,drinks-beverages,gourmet-tea-tea-Mixs,43792419,Jaldhara kewra-sharbat-concentrate-herbal-drink 25 pcs,150 g,3,567,483.42
20250201 - 20250228,Bangalore,Jaldhara,snacks-branded-foods,chocolates-candies,gift-boxes,44368015,Jaldhara summer-fiesta-gift-box-nimbu-shikanji-kala-namak 200 g  (2x100 g),200 g,3,1947,1566.36
20250201 - 20250228,Chennai,Jaldhara,beverages,tea,leaf-dust-tea,40929456,Jaldhara kala-namak-lemonade-instant-drink-mix 225 g,225 g,14,2506,2045.93
20250201 - 20250228,Chennai,Jaldhara,beverages,tea,leaf-dust-tea,49244038,Jaldhara instant-nimbu-shikanji-drink-mix-low-sugar 180 g  (15 Sachet x 12 g each),180 g,3,387,327.05
20250201 - 20250228,Chennai,Jaldhara,gourmet-world-food,drinks-beverages,gourmet-tea-tea-Mixs,43316133,Jaldhara instant-drink-mix-combo 210 g  (14 g x 15),210 g,3,447,344.95
20250201 - 20250228,Chennai,Jaldhara,gourmet-world-food,drinks-beverages,gourmet-tea-tea-Mixs,43635493,Jaldhara drink-mix-nimbu-shikanji-premium-flavoured 90 g,90 g,1,129,111.15
20250201 - 20250228,Chennai,Jaldhara,gourmet-world-food,drinks-beverages,gourmet-tea-tea-Mixs,46372398,Jaldhara instant-masala-lime-electrolyte-drink-mix 330 g  (Pack of 20),330 g,1,158,134.11
20250201 - 20250228,Chennai,Jaldhara,gourmet-world-food,drinks-beverages,gourmet-tea-tea-Mixs,48004382,Jaldhara instant-orange-electrolyte-drink-mix 330 g  (16.5 g x 20),330 g,4,632,507.31
20250201 - 20250228,Chennai,Jaldhara,snacks-branded-foods,chocolates-candies,gift-boxes,47879658,Jaldhara pink-summer-gift-box-set-with-summer-snacks 1 pc  (Set of 5),5 pcs,1,999,809.49
20250201 - 20250228,Coimbatore,Jaldhara,beverages,energy-soft-drinks,icetea-non-aerated-drink,42410255,Jaldhara instant-mango-iced-drink-premix 220 g  (22 g x 10),220 g,3,297,237.27
20250201 - 20250228,Coimbatore,Jaldhara,beverages,tea,leaf-dust-tea,40127838,Jaldhara nimbu-shikanji-instant-drink-mix 250 g,225 g,9,1701,1301.93
20250201 - 20250228,Coimbatore,Jaldhara,beverages,tea,leaf-dust-tea,40929456,Jaldhara kala-namak-lemonade-instant-drink-mix 225 g,225 g,1,179,155.18
20250201 - 20250228,Coimbatore,Jaldhara,gourmet-world-food,drinks-beverages,gourmet-tea-tea-Mixs,42980060,Jaldhara kala-namak-lemonade-spice-blend 90 g,90 g,5,645,534.38
20250201 - 20250228,Coimbatore,Jaldhara,gourmet-world-food,drinks-beverages,gourmet-tea-tea-Mixs,43792419,Jaldhara kewra-sharbat-concentrate-herbal-drink 25 pcs,150 g,2,378,303.87
20250201 - 20250228,Coimbatore,Jaldhara,gourmet-world-food,drinks-beverages,gourmet-tea-tea-Mixs,46372398,Jaldhara instant-masala-lime-electrolyte-drink-mix 330 g  (Pack of 20),330 g,1,158,137.25
20250201 - 20250228,Gurgaon,Jaldhara,beverages,energy-soft-drinks,icetea-non-aerated-drink,40187040,Jaldhara instant-watermelon-iced-drink-premix 220 g  (22 g x 10),220 g,9,891,723.85
20250201 - 20250228,Gurgaon,Jaldhara,beverages,tea,leaf-dust-tea,40929456,Jaldhara kala-namak-lemonade-instant-drink-mix 225 g,225 g,7,1253,1020.44
20250201 - 20250228,Gurgaon,Jaldhara,gourmet-world-food,drinks-beverages,gourmet-tea-tea-Mixs,43316133,Jaldhara instant-drink-mix-combo 210 g  (14 g x 15),210 g,18,2682,2274.07
20250201 - 20250228,Gurgaon,Jaldhara,gourmet-world-food,drinks-beverages,gourmet-tea-tea-Mixs,43792419,Jaldhara kewra-sharbat-concentrate-herbal-drink 25 pcs,150 g,5,945,764.34
20250201 - 20250228,Gurgaon,Jaldhara,gourmet-world-food,drinks-beverages,gourmet-tea-tea-Mixs,46372398,Jaldhara instant-masala-lime-electrolyte-drink-mix 330 g  (Pack of 20),330 g,2,316,257.79
20250201 - 20250228,Hyderabad,Jaldhara,gourmet-world-food,drinks-beverages,gourmet-tea-tea-Mixs,42980060,Jaldhara kala-namak-lemonade-spice-blend 90 g,90 g,5,645,556.57
20250201 - 20250228,Hyderabad,Jaldhara,gourmet-world-food,drinks-beverages,gourmet-tea-tea-Mixs,43316133,Jaldhara instant-drink-mix-combo 210 g  (14 g x 15),210 g,6,894,724.23
20250201 - 20250228,Hyderabad,Jaldhara,gourmet-world-food,drinks-beverages,gourmet-tea-tea-Mixs,43635493,Jaldhara drink-mix-nimbu-shikanji-premium-flavoured 90 g,90 g,7,903,782.18
20250201 - 20250228,Hyderabad,Jaldhara,gourmet-world-food,drinks-beverages,gourmet-tea-tea-Mixs,47448644,Jaldhara rose-sharbat-concentrate 150 g,150 g,4,596,467.2
20250201 - 20250228,Hyderabad,Jaldhara,snacks-branded-foods,chocolates-candies,gift-boxes,47879658,Jaldhara pink-summer-gift-box-set-with-summer-snacks 1 pc  (Set of 5),5 pcs,3,2997,2499.9
20250201 - 20250228,Hyderabad Rural,Jaldhara,beverages,energy-soft-drinks,icetea-non-aerated-drink,40187040,Jaldhara instant-watermelon-iced-drink-premix 220 g  (22 g x 10),220 g,1,99,77.4
20250201 - 20250228,Hyderabad Rural,Jaldhara,beverages,energy-soft-drinks,icetea-non-aerated-drink,42410255,Jaldhara instant-mango-iced-drink-premix 220 g  (22 g x 10),220 g,1,99,78.1
20250201 - 20250228,Hyderabad Rural,Jaldhara,beverages,tea,leaf-dust-tea,40127838,Jaldhara nimbu-shikanji-instant-drink-mix 250 g,225 g,1,189,149.39
20250201 - 20250228,Hyderabad Rural,Jaldhara,beverages,tea,leaf-dust-tea,40929456,Jaldhara kala-namak-lemonade-instant-drink-mix 225 g,225 g,3,537,468
20250201 - 20250228,Hyderabad Rural,Jaldhara,beverages,tea,leaf-dust-tea,49244038,Jaldhara instant-nimbu-shikanji-drink-mix-low-sugar 180 g  (15 Sachet x 12 g each),180 g,1,129,104.76
20250201 - 20250228,Hyderabad Rural,Jaldhara,gourmet-world-food,drinks-beverages,gourmet-tea-tea-Mixs,42980060,Jaldhara kala-namak-lemonade-spice-blend 90 g,90 g,1,129,109.38
20250201 - 20250228,Hyderabad Rural,Jaldhara,gourmet-world-food,drinks-beverages,gourmet-tea-tea-Mixs,43635493,Jaldhara drink-mix-nimbu-shikanji-premium-flavoured 90 g,90 g,2,258,220.65
20250201 - 20250228,Hyderabad Rural,Jaldhara,gourmet-world-food,drinks-beverages,gourmet-tea-tea-Mixs,47448644,Jaldhara rose-sharbat-concentrate 150 g,150 g,3,447,388.85
20250201 - 20250228,Hyderabad Rural,Jaldhara,snacks-branded-foods,chocolates-candies,gift-boxes,48958500,Jaldhara green-summer-gift-box-set-with-summer-snacks 1 pc,1 pc,2,3198,2683.28
20250201 - 20250228,Jaipur,Jaldhara,beverages,tea,leaf-dust-tea,40929456,Jaldhara kala-namak-lemonade-instant-drink-mix 225 g,225 g,2,358,307.09
20250201 - 20250228,Jaipur,Jaldhara,gourmet-world-food,drinks-beverages,gourmet-tea-tea-Mixs,43792419,Jaldhara kewra-sharbat-concentrate-herbal-drink 25 pcs,150 g,2,378,324.63
20250201 - 20250228,Jaipur,Jaldhara,gourmet-world-food,drinks-beverages,gourmet-tea-tea-Mixs,46372398,Jaldhara instant-masala-lime-electrolyte-drink-mix 330 g  (Pack of 20),330 g,7,1106,945.74
20250201 - 20250228,Jaipur,Jaldhara,gourmet-world-food,drinks-beverages,gourmet-tea-tea-Mixs,48004382,Jaldhara instant-orange-electrolyte-drink-mix 330 g  (16.5 g x 20),330 g,1,158,134.3
20250201 - 20250228,Kochi,Jaldhara,beverages,energy-soft-drinks,icetea-non-aerated-drink,40187040,Jaldhara instant-watermelon-iced-drink-premix 220 g  (22 g x 10),220 g,13,1287,1080.44
20250201 - 20250228,Kochi,Jaldhara,beverages,energy-soft-drinks,icetea-non-aerated-drink,42410255,Jaldhara instant-mango-iced-drink-premix 220 g  (22 g x 10),220 g,12,1188,914.4
20250201 - 20250228,Kochi,Jaldhara,beverages,tea,leaf-dust-tea,45266919,Jaldhara lemon-electrolyte-instant-drink-mix 330 g  (16.5 g x 20),330 g,6,1050,888.28
20250201 - 20250228,Kochi,Jaldhara,beverages,tea,leaf-dust-tea,49244038,Jaldhara instant-nimbu-shikanji-drink-mix-low-sugar 180 g  (15 Sachet x 12 g each),180 g,4,516,419.8
20250201 - 20250228,Kochi,Jaldhara,gourmet-world-food,drinks-beverages,gourmet-tea-tea-Mixs,42980060,Jaldhara kala-namak-lemonade-spice-blend 90 g,90 g,1,129,107.43
20250201 - 20250228,Kochi,Jaldhara,gourmet-world-food,drinks-beverages,gourmet-tea-tea-Mixs,46372398,Jaldhara instant-masala-lime-electrolyte-drink-mix 330 g  (Pack of 20),330 g,1,158,136.83
20250201 - 20250228,Kochi,Jaldhara,gourmet-world-food,drinks-beverages,gourmet-tea-tea-Mixs,47448644,Jaldhara rose-sharbat-concentrate 150 g,150 g,2,298,257.4
20250201 - 20250228,Kochi,Jaldhara,gourmet-world-food,drinks-beverages,gourmet-tea-tea-Mixs,48004382,Jaldhara instant-orange-electrolyte-drink-mix 330 g  (16.5 g x 20),330 g,5,790,617.4
20250201 - 20250228,Kochi,Jaldhara,snacks-branded-foods,chocolates-candies,gift-boxes,44368015,Jaldhara summer-fiesta-gift-box-nimbu-shikanji-kala-namak 200 g  (2x100 g),200 g,3,1947,1674.81
20250201 - 20250228,Kochi,Jaldhara,snacks-branded-foods,chocolates-candies,gift-boxes,48958500,Jaldhara green-summer-gift-box-set-with-summer-snacks 1 pc,1 pc,1,1599,1271.36
20250201 - 20250228,Kochi Rural,Jaldhara,beverages,energy-soft-drinks,icetea-non-aerated-drink,40187040,Jaldhara instant-watermelon-iced-drink-premix 220 g  (22 g x 10),220 g,1,99,79.94
20250201 - 20250228,Kochi Rural,Jaldhara,beverages,tea,leaf-dust-tea,49244038,Jaldhara instant-nimbu-shikanji-drink-mix-low-sugar 180 g  (15 Sachet x 12 g each),180 g,2,258,210.24
20250201 - 20250228,Kochi Rural,Jaldhara,gourmet-world-food,drinks-beverages,gourmet-tea-tea-Mixs,42980060,Jaldhara kala-namak-lemonade-spice-blend 90 g,90 g,2,258,209.55
20250201 - 20250228,Kochi Rural,Jaldhara,snacks-branded-foods,chocolates-candies,gift-boxes,48958500,Jaldhara green-summer-gift-box-set-with-summer-snacks 1 pc,1 pc,1,1599,1294.07
20250201 - 20250228,Kolkata,Jaldhara,beverages,energy-soft-drinks,icetea-non-aerated-drink,42410255,Jaldhara instant-mango-iced-drink-premix 220 g  (22 g x 10),220 g,1,99,78.3
20250201 - 20250228,Kolkata,Jaldhara,beverages,tea,leaf-dust-tea,40127838,Jaldhara nimbu-shikanji-instant-drink-mix 250 g,225 g,10,1890,1490.68
20250201 - 20250228,Kolkata,Jaldhara,beverages,tea,leaf-dust-tea,40929456,Jaldhara kala-namak-lemonade-instant-drink-mix 225 g,225 g,5,895,730.05
20250201 - 20250228,Kolkata,Jaldhara,gourmet-world-food,drinks-beverages,gourmet-tea-tea-Mixs,43316133,Jaldhara instant-drink-mix-combo 210 g  (14 g x 15),210 g,4,596,474.06
20250201 - 20250228,Kolkata,Jaldhara,gourmet-world-food,drinks-beverages,gourmet-tea-tea-Mixs,47448644,Jaldhara rose-sharbat-concentrate 150 g,150 g,4,596,490.81
20250201 - 20250228,Kolkata,Jaldhara,snacks-branded-foods,chocolates-candies,gift-boxes,44368015,Jaldhara summer-fiesta-gift-box-nimbu-shikanji-kala-namak 200 g  (2x100 g),200 g,1,649,537.89
20250201 - 20250228,Kolkata,Jaldhara,snacks-branded-foods,chocolates-candies,gift-boxes,47879658,Jaldhara pink-summer-gift-box-set-with-summer-snacks 1 pc  (Set of 5),5 pcs,2,1998,1550.45
20250201 - 20250228,Lucknow,Jaldhara,beverages,tea,leaf-dust-tea,40929456,Jaldhara kala-namak-lemonade-instant-drink-mix 225 g,225 g,2,358,300.18
20250201 - 20250228,Lucknow,Jaldhara,beverages,tea,leaf-dust-tea,49244038,Jaldhara instant-nimbu-shikanji-drink-mix-low-sugar 180 g  (15 Sachet x 12 g each),180 g,1,129,102.93
20250201 - 20250228,Lucknow,Jaldhara,gourmet-world-food,drinks-beverages,gourmet-tea-tea-Mixs,42980060,Jaldhara kala-namak-lemonade-spice-blend 90 g,90 g,1,129,104.64
20250201 - 20250228,Lucknow,Jaldhara,gourmet-world-food,drinks-beverages,gourmet-tea-tea-Mixs,43316133,Jaldhara instant-drink-mix-combo 210 g  (14 g x 15),210 g,2,298,239.5
20250201 - 20250228,Lucknow,Jaldhara,gourmet-world-food,drinks-beverages,gourmet-tea-tea-Mixs,43635493,Jaldhara drink-mix-nimbu-shikanji-premium-flavoured 90 g,90 g,1,129,110.82
20250201 - 20250228,Lucknow,Jaldhara,gourmet-world-food,drinks-beverages,gourmet-tea-tea-Mixs,43792419,Jaldhara kewra-sharbat-concentrate-herbal-drink 25 pcs,150 g,5,945,768.38
20250201 - 20250228,Lucknow,Jaldhara,snacks-branded-foods,chocolates-candies,gift-boxes,44368015,Jaldhara summer-fiesta-gift-box-nimbu-shikanji-kala-namak 200 g  (2x100 g),200 g,2,1298,1083.51
20250201 - 20250228,Mangaluru,Jaldhara,beverages,energy-soft-drinks,icetea-non-aerated-drink,40187040,Jaldhara instant-watermelon-iced-drink-premix 220 g  (22 g x 10),220 g,2,198,153.71
20250201 - 20250228,Mangaluru,Jaldhara,beverages,tea,leaf-dust-tea,40929456,Jaldhara kala-namak-lemonade-instant-drink-mix 225 g,225 g,2,358,279.67
20250201 - 20250228,Mangaluru,Jaldhara,beverages,tea,leaf-dust-tea,49244038,Jaldhara instant-nimbu-shikanji-drink-mix-low-sugar 180 g  (15 Sachet x 12 g each),180 g,1,129,109.74
